,Start time,End time,Cut idx,Scene idx,Annotation RJH->KWJ->KTL,,,,,,,,,,,,,,,,,,,,
,,,,,The kissing couple and the newspaper man all see the unconscious Mime and applaud for his brilliant mime performance One man says bravo,,,,,,,,,,,,,,,,,,,,
,,,,,The couple who were kissing and the customer who was reading the newspaper look at him and applaud at his performance,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
130,0:04:18,0:04:20,8,4,mrbean acts as if he blows air on the imaginary gun,,,,,,,,,,,,,,,,,,,,
,,,,,The people continue to applaud whereas AAA slightly blows on his finger mime gun He looks like he is proud of himself,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean pretends blowing the smoke from his hand figure gun,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
131,0:04:20,0:04:22,8,4,Mrbean acts to put the imaginary gun back inside his jacket and gets inside the car,,,,,,,,,,,,,,,,,,,,
,,,,,AAA lets out a sigh of relief opens the car door and get in the car,,,,,,,,,,,,,,,,,,,,
,,,,,He gets in his car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
132,0:04:22,0:04:24,8,4,Mrbean closes the car door and holds the wheel,,,,,,,,,,,,,,,,,,,,
,,,,,AAA closes the car door and gets ready to drive again but becomes surprised once more,,,,,,,,,,,,,,,,,,,,
,,,,,He gets in his car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
133,0:04:24,0:04:26,8,4,Mrbean opens his eyes wide because there is a waiter walking by in front of his car but the shady guy purple car is backing up Is the purple car going to hit the waiter,,,,,,,,,,,,,,,,,,,,
,,,,,A waiter holding a milkshake high is walking The waiter is in danger the purple car wildly charges towards him,,,,,,,,,,,,,,,,,,,,
,,,,,He sees the blue car almost hitting a waiter,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
134,0:04:26,0:04:28,8,4,The drink waiter was holding falls on the front window of the purple car blocking the shady guy view the waiter managed to get away from the car,,,,,,,,,,,,,,,,,,,,
,,,,,I do not know what exactly happened to the waiter but the milkshake that the waiter was holding fly high makes a vertical spin in the air and lands on the front window of the purple car blocking the driver view The purple car avoids the green car they do not crash into each other,,,,,,,,,,,,,,,,,,,,
,,,,,Mrbean closes his eyes Possibly the waiter got hit by the blue car because the drink he was carrying in a tray is seen flying The pink drink drops on the blue car and blocks the driver vision,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
135,0:04:28,0:04:30,8,4,The shady guy purple car runs past the mrbean car with a blocked view and turns around,,,,,,,,,,,,,,,,,,,,
,,,,,The purple car drives in an unsteady way due to the driver sight being completely covered but the car does not bump into any obstacles or objects Why does not the driver just stop the car,,,,,,,,,,,,,,,,,,,,
,,,,,The man in the blue car cannot see the front anymore His car is moving around aimlessly Maybe this is what made him crash into the Eiffel Tower,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
136,0:04:30,0:04:32,8,4,The shady guy purple car runs over some cafe tables and chairs and goes straight front passing by mrbean car What was he going to do to mrbean if the view was not blocked,,,,,,,,,,,,,,,,,,,,
,,,,,The purple car charges forward and bumps into some tables and chairs pushing them completely out of the way,,,,,,,,,,,,,,,,,,,,
,,,,,The blue car hit a table and some chairs,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
137,0:04:32,0:04:34,8,4,Suddenly mrbean covers his eyes as if he does not want to witness something terrible but sees through his fingers Did the car hit the kissing couple and the other guy,,,,,,,,,,,,,,,,,,,,
,,,,,The purple car is not seen only AAA reaction is seen with some background sounds that hint the purple car whereabouts AAA watches what happens to the purple car inside of his car He covers his eyes with his hands when the purple car crashes Then he smiles afterwards,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean closes his eyes The car got crashed into the Eiffel Tower,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
138,0:04:34,0:04:36,8,4,mrbean makes a big smile and gets out of the car,,,,,,,,,,,,,,,,,,,,
,,,,,AAA smiles and gets out of his car So this is when he sneaks out of this car and takes the suitcase out from the purple car truck Also this is Paris and that the purple car crashed into the Eiffel Tower,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean smiles and gets off his car He is going to get the suitcase from the blue car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
139,0:04:36,0:04:38,9,2,mrbean inside the gallery is looking at figures,,,,,,,,,,,,,,,,,,,,
,,,,,AAA is in the museum I see the back of his head He turns around and sees a naked statue near him He looks at the statue keenly What I thought he hated naked statues,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean is in the gallery looking at the nude sculpture,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
140,0:04:38,0:04:40,9,2,mrbean smiles brightly to the figure but suddenly changes his face and tries to cover his eyes,,,,,,,,,,,,,,,,,,,,
,,,,,He stares at the naked statue in awe Suddenly he stops staring at it as if he just realized or saw something He covers the right side of his face with his hand,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean is in the gallery looking at the nude sculpture,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
141,0:04:40,0:04:42,9,2,mrbean seems a bit angry while turning around from the figure still covering his eyes,,,,,,,,,,,,,,,,,,,,
,,,,,He blinks his eyes many times complains to himself and tries to look somewhere else So he does hate naked statues,,,,,,,,,,,,,,,,,,,,
,,,,,He covers his eyes from the sight,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
142,0:04:42,0:04:44,9,2,Mrbean turns around but there is another figure that made his eyes wide open,,,,,,,,,,,,,,,,,,,,
,,,,,He turns his head to his left attempting not to look at the statue But he sees another naked statue in front of him and is extremely surprised It is as if he cannot believe there is another naked statue,,,,,,,,,,,,,,,,,,,,
,,,,,He turns to the other side and sees another nude sculpture,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
143,0:04:44,0:04:46,9,2,Mrbean instantly takes his eyes off of both figures and look the other side between the figures Maybe the nudity made him uncomfortable,,,,,,,,,,,,,,,,,,,,
,,,,,He uses both hands to cover his sight trying not to look at the naked statues His vision and eyes wander,,,,,,,,,,,,,,,,,,,,
,,,,,He does not wish to see those sculpture He looks embarrassed,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
144,0:04:46,0:04:48,9,2,Mrbean walks away from it while grumbling but notices something in front that gives him an awe What gave him a pleasant surprise,,,,,,,,,,,,,,,,,,,,
,,,,,He frowns as he complains to himself and moves forward still covering the sides of his face He looks forward and sees something his eyes enlarge,,,,,,,,,,,,,,,,,,,,
,,,,,He mumbles something and leaves the sculptures,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
145,0:04:48,0:04:50,9,2,Mrbean seems very impressed about what he is seeing,,,,,,,,,,,,,,,,,,,,
,,,,,He first smiles then he quickly frowns again Did he see another naked art exhibit,,,,,,,,,,,,,,,,,,,,
,,,,,He mumbles something and leaves the sculptures,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
146,0:04:50,0:04:52,9,2,It is an artwork of sunflowers on the wall,,,,,,,,,,,,,,,,,,,,
,,,,,AAA is looking at a painting of a bunch of flowers in a vase displayed on a wall He puts his hands down and slowly walks over to the art It is not venus,,,,,,,,,,,,,,,,,,,,
,,,,,He sees a painting in front This is the painting of some flowers in a jug,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
147,0:04:52,0:04:54,9,2,Mrbean walks towards the picture,,,,,,,,,,,,,,,,,,,,
,,,,,He walks closer to the flower painting and stops in front of it,,,,,,,,,,,,,,,,,,,,
,,,,,He goes up to the painting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
148,0:04:54,0:04:56,9,2,Mrbean praises the picture making hand gestures He probably think this is what he calls art and not the nude figures,,,,,,,,,,,,,,,,,,,,
,,,,,He stands in front of the painting and spreads his arms out He says some words but I don't know what he is saying,,,,,,,,,,,,,,,,,,,,
,,,,,He looks like he is admiring the painting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
149,0:04:56,0:04:58,9,2,Mrbean takes out a camera from his jacket and takes a picture of the artwork with a flash,,,,,,,,,,,,,,,,,,,,
,,,,,He quickly takes out a camera and takes a picture of the painting I think he likes the painting,,,,,,,,,,,,,,,,,,,,
,,,,,He takes pictures of the painting with his camera,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
150,0:04:58,0:05:00,9,2,Mrbean praises the artwork again and waits the photo to be printed out,,,,,,,,,,,,,,,,,,,,
,,,,,He stretches out his right hand toward the painting making a circle with his thumb and index finger It is as if he is saying thanks to the painting The camera starts to print out the picture,,,,,,,,,,,,,,,,,,,,
,,,,,The picture comes out instantly,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
151,0:05:00,0:05:02,9,2,Mrbean takes the printed photo out of the camera and waves it to dry it,,,,,,,,,,,,,,,,,,,,
,,,,,He takes the printed photo and shakes it up and down,,,,,,,,,,,,,,,,,,,,
,,,,,The picture comes out instantly,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
152,0:05:02,0:05:04,9,2,Mrbean looks at the printed photo that has not started to show a figure yet,,,,,,,,,,,,,,,,,,,,
,,,,,He stops shaking it and looks at the photo The film is not showing the picture yet,,,,,,,,,,,,,,,,,,,,
,,,,,He looks at the picture as it is developing,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
153,0:05:04,0:05:06,9,2,The artwork starts to show up on the printed photo,,,,,,,,,,,,,,,,,,,,
,,,,,The film clears up and shows the picture of the flowers AAA expresses his awe deeply,,,,,,,,,,,,,,,,,,,,
,,,,,He looks satisfied with the picture,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
154,0:05:06,0:05:08,9,2,Mrbean giggles with satisfaction at the photo Mrbean is happy,,,,,,,,,,,,,,,,,,,,
,,,,,He chuckles He looks satisfied with the picture he just took,,,,,,,,,,,,,,,,,,,,
,,,,,He laughs with satisfaction,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
155,0:05:08,0:05:10,9,2,Mrbean is trying to take a self photo with the artwork while minding the laser beneath it,,,,,,,,,,,,,,,,,,,,
,,,,,He sees the red laser detector holds the camera far away from him and the painting and turns his body around The camera lenses are facing him and the painting he is attempting to take a self photo,,,,,,,,,,,,,,,,,,,,
,,,,,This time he is going to take a picture of himself and the painting together,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
156,0:05:10,0:05:12,9,2,Mrbean attempts to get closer to the artwork to take a self photo,,,,,,,,,,,,,,,,,,,,
,,,,,He sees the laser detector again and carefully takes a few steps backwards to get closer to the painting Then he poses again for the camera he knows that the laser should not be touched,,,,,,,,,,,,,,,,,,,,
,,,,,He moves closer to the painting The alarm will go off when he crosses the laser beam,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
157,0:05:12,0:05:14,CHANGE,CHANGE,Scene change,,,,,,,,,,,,,,,,,,,,
,,,,,BBB carries the suitcase and gets into his purple car This is right outside the museum There is a woman who looks like an officer in the background The music is hinting that there is something wrong,,,,,,,,,,,,,,,,,,,,
,,,,,The man in the blue car gets on his car He is carrying a suitcase The female traffic warden looks at him with her arms crossed Mrbean is also at the entrance of the gallery May be this is after the man stole the picture from the gallery,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
158,0:05:14,0:05:16,10,3,The shady guy with the briefcase gets inside the car and starts driving while mrbean is running out of the art museum Now it seems pretty clear that he is a bad guy here,,,,,,,,,,,,,,,,,,,,
,,,,,BBB drives away while AAA runs down the stairs from the museum,,,,,,,,,,,,,,,,,,,,
,,,,,The blue car drives off mrbean climbs down the stairs quickly,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
159,0:05:16,0:05:18,10,3,mrbean runs down the stairs and rushes to his car He bumps into the police woman while rushing but continues to run,,,,,,,,,,,,,,,,,,,,
,,,,,AAA runs towards his green car bumping into the lady officer in the process The officer spins around as an aftermath AAA pushed her too hard,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean runs to his car which he left with the hood open,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
160,0:05:18,0:05:20,10,3,mrbean closes the hood and gets to the car door Police woman thinks that there is a man under the car so she is terrified,,,,,,,,,,,,,,,,,,,,
,,,,,He quickly closes the hood of the car and goes near the car door He is going to hop in The lady officer panic and cries out multiple no because she thinks there is man underneath the car,,,,,,,,,,,,,,,,,,,,
,,,,,The female traffic warden looks confused,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
161,0:05:20,0:05:22,10,3,mrbean car runs over the fake leg and the repair tool The police woman thought it was a real man so she faints,,,,,,,,,,,,,,,,,,,,
,,,,,AAA starts to drive the car He runs over the pair of legs that was underneath the car Disgusting sound The officer sees that sight and starts to become dizzy from shock,,,,,,,,,,,,,,,,,,,,
,,,,,The female traffic warden looks confused because she thinks there is a man underneath the car who is repairing the car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
162,0:05:22,0:05:24,10,3,Police woman faints and falls to the ground She did not notice that it was a fake leg,,,,,,,,,,,,,,,,,,,,
,,,,,The officer passes out and falls down with a groan Her belongings the notepad and the pen jump up and go down Blackout,,,,,,,,,,,,,,,,,,,,
,,,,,She faints when she sees mrbean car just ran over the person beneath But was there really someone under the car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
163,0:05:24,0:05:26,10,3,Shady guy purple car is running at the intersection,,,,,,,,,,,,,,,,,,,,
,,,,,The screen brightens up Many cars are at an intersection of a driveway The purple car makes a left turn The green car is going after it,,,,,,,,,,,,,,,,,,,,
,,,,,The blue car and mrbean car are now on the road mrbean is chasing the blue car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
164,0:05:26,0:05:28,10,3,mrbean green car is chasing the purple car on the road,,,,,,,,,,,,,,,,,,,,
,,,,,The green car interrupts many cars and disrupts the order of the road by making sudden turns and driving on the wrong side of the road The green car is going after the purple car AAA is driving like a madman just to catch up with that purple car,,,,,,,,,,,,,,,,,,,,
,,,,,The blue car and mrbean car are now on the road mrbean is chasing the blue car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
165,0:05:28,0:05:30,10,3,mrbean green car continues to chase the purple car passing by the traffic circle,,,,,,,,,,,,,,,,,,,,
,,,,,The purple car turns right at a roundabout and the green car goes after it,,,,,,,,,,,,,,,,,,,,
,,,,,The blue car and mrbean car are now on the road mrbean is chasing the blue car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
166,0:05:30,0:05:32,10,3,Both cars run really fast and exits the city,,,,,,,,,,,,,,,,,,,,
,,,,,The purple car goes straight and the green car follows it They go under a bridge,,,,,,,,,,,,,,,,,,,,
,,,,,The blue car and mrbean car are now on the road mrbean is chasing the blue car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
167,0:05:32,0:05:34,10,3,Now mrbean car is right behind the shady guy car on the highway The shady guy looks at mrbean on the rear view mirror,,,,,,,,,,,,,,,,,,,,
,,,,,The green car chases the purple car They are on a road surrounded by green,,,,,,,,,,,,,,,,,,,,
,,,,,The blue car and mrbean car are now on the road mrbean is chasing the blue car mrbean is catching up the blue car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
168,0:05:34,0:05:36,10,3,The shady guy tries to block mrbean way by moving his car to his side,,,,,,,,,,,,,,,,,,,,
,,,,,BBB sees AAA chasing him AAA also sees BBB,,,,,,,,,,,,,,,,,,,,
,,,,,The man in the blue car notices that he is being followed,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
169,0:05:36,0:05:38,10,3,Despite shady guy effort to block mrbean way he manages to drive right next to shady guy car,,,,,,,,,,,,,,,,,,,,
,,,,,AAA the green car catches up with the purple car and drives right next to it But AAA soon becomes surprised,,,,,,,,,,,,,,,,,,,,
,,,,,Now the two cars are side to side,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
170,0:05:38,0:05:40,10,3,mrbean is startled by the big red truck coming right towards his car He succeeds to avoid the truck from hitting him and looks back while continuing to drive to see what could have possibly killed him This happened because he is in the lane of the opposite direction dangerous,,,,,,,,,,,,,,,,,,,,
,,,,,The green car quickly changes direction and swerves to the side to avoid crashing with an incoming red truck That almost could have turned out into a collision accident,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean dodge a truck coming from the opposite direction,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
171,0:05:40,0:05:42,10,3,mrbean sighs with relief and continues to drive fast,,,,,,,,,,,,,,,,,,,,
,,,,,AAA looks out the window and lets out a sigh of relief He is driving straight without looking forward,,,,,,,,,,,,,,,,,,,,
,,,,,He sighs as he narrowly made it,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
172,0:05:42,0:05:44,10,3,Now the police woman sitting on the road is holding the fake leg and is furious about the trick that deceived her,,,,,,,,,,,,,,,,,,,,
,,,,,The scene changes back to the outside of the museum The lady officer is sitting on the ground with a pair of fake legs in her hand,,,,,,,,,,,,,,,,,,,,
,,,,,The traffic warden is conscious now and finds that the legs are fake,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
173,0:05:44,0:05:46,10,3,The police woman shakes the fake leg that mrbean has put under the car earlier,,,,,,,,,,,,,,,,,,,,
,,,,,She lets out a loud hmm in an angry and suspicious tone,,,,,,,,,,,,,,,,,,,,
,,,,,She grunts,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
174,0:05:46,0:05:48,11,4,The shady guy carrying an artwork is running out of Louvre Museum laughing in an evil way He is stealing the artwork from the museum,,,,,,,,,,,,,,,,,,,,
,,,,,BBB carries something that looks like either a suitcase or a painting out from a glass pyramid He carries it and brings to to his purple car Paris The glass pyramid looks like the Louvre Pyramid in Paris Also there is a French flag in the background The music indicates that he is up to no good,,,,,,,,,,,,,,,,,,,,
,,,,,The man who drives the blue car takes a painting out of the gallery,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
175,0:05:48,0:05:50,11,4,The shady guy opens the car trunk,,,,,,,,,,,,,,,,,,,,
,,,,,He opens the trunk of his car wide open and takes out a suitcase he stole a piece of art,,,,,,,,,,,,,,,,,,,,
,,,,,He opens the trunk of his car to put the painting in,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
176,0:05:50,0:05:52,11,4,The shady guy takes out the briefcase from the trunk and puts the artwork inside,,,,,,,,,,,,,,,,,,,,
,,,,,He opens the suitcase and puts the painting inside the suitcase,,,,,,,,,,,,,,,,,,,,
,,,,,He puts the painting in the suitcase,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
177,0:05:52,0:05:54,11,4,The shady guy puts the briefcase back inside the trunk and closes the trunk,,,,,,,,,,,,,,,,,,,,
,,,,,He puts the suitcase in the trunk and closes the door of the trunk He walks over to the driver seat,,,,,,,,,,,,,,,,,,,,
,,,,,He puts the suitcase back in the trunk and closes the trunk,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
178,0:05:54,0:05:56,11,4,The shady guy gets inside the car and starts to drive laughing very evil,,,,,,,,,,,,,,,,,,,,
,,,,,He gets in the car and drives away The car fumes out smoke,,,,,,,,,,,,,,,,,,,,
,,,,,He gets on his car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
179,0:05:56,0:05:58,11,4,Now it is the scene where the clown guy is blocking mrbean car under the Eiffel Tower where the kissing couple is nearby,,,,,,,,,,,,,,,,,,,,
,,,,,The scene changes to where AAA is There is a mime standing in front of the green car stopping AAA from advancing forward AAA cries to the Mime There is a kissing couple and a newspaper reading man on the side,,,,,,,,,,,,,,,,,,,,
,,,,,Scene change mrbean car is blocked by the man with the flower,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
180,0:05:58,0:06:00,11,4,mrbean complains to the clown guy to move over but the clown guy refuses to move The clown guy is being especially mean to mrbean,,,,,,,,,,,,,,,,,,,,
,,,,,AAA continues to complain to the Mime sticking his head out of the car window The Mime closes his eyes and shakes his head as if to show that he is firm on not moving out of the way for AAA,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean tries to negotiate with the man but he would not cave,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
181,0:06:00,0:06:02,11,4,The clown guy shakes his head still blocking mrbean way showing his denial to move with a no hand gesture,,,,,,,,,,,,,,,,,,,,
,,,,,AAA puts his head back into the car The Mime stretches out his left hand and looks from side to side,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean tries to negotiate with the man but he would not cave,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
182,0:06:02,0:06:04,11,4,The waiter on the way to serve the drink is passing by and the clown guy makes a gesture letting him walk by,,,,,,,,,,,,,,,,,,,,
,,,,,The Mime gestures something with his hand to his right side as if to give a signal A waiter holding a milkshake passes by So the Mime is playing traffic police now,,,,,,,,,,,,,,,,,,,,
,,,,,He holds his hand up against mrbean and lets the waiter carrying a try pass by,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
183,0:06:04,0:06:06,11,4,mrbean sighs heavily he seems very stressed with this situation,,,,,,,,,,,,,,,,,,,,
,,,,,The waiter says thank you sir to the mime in french AAA lets out a deep groan with an unsatisfied frustrated face,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean is impatient and sighs,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
184,0:06:06,0:06:08,11,4,mrbean stares fiercely at the clown guy blocking his car The clown guy starts to do some mime,,,,,,,,,,,,,,,,,,,,
,,,,,AAA continues to glare at the Mime angrily while the Mime pretends to look at his wristwatch,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean is impatient and grunts,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
185,0:06:08,0:06:10,11,4,The clown guy tries to get attention from mrbean while starting his mime,,,,,,,,,,,,,,,,,,,,
,,,,,The Mime smiles and sticks out his hand towards the green car as if he is signaling AAA to wait He looks happy Then he turns around and mimes that there is something behind him,,,,,,,,,,,,,,,,,,,,
,,,,,The man with the flower gestures something at mrbean,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
186,0:06:10,0:06:12,11,4,The clown guy is acting as if he sat down on an imaginary chair,,,,,,,,,,,,,,,,,,,,
,,,,,The Mime pretends to open a door and pretends to sit on a chair But actually he is just sitting in midair He is pretending to ride a car He is miming a driver in a car,,,,,,,,,,,,,,,,,,,,
,,,,,The man with the flower gestures something at mrbean,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
187,0:06:12,0:06:14,11,4,The clown guy then pretends to take something out of his imaginary pocket,,,,,,,,,,,,,,,,,,,,
,,,,,He puts one of his foot on his imaginary accelerator and stick his hand and finger out He then puts his hand in his jacket and sticks it out again as if taking something out from his jacket He has a big smile on his face He is excited,,,,,,,,,,,,,,,,,,,,
,,,,,He is making a performance,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
188,0:06:14,0:06:16,11,4,The clown guy acts like he has taken something out of his imaginary pocket and shows it to mrbean mrbean sighs heavily again He is probably very fed up with the clown guy by now,,,,,,,,,,,,,,,,,,,,
,,,,,AAA lets out a deep groan again He is annoyed mad and frustrated,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean looks at him impatiently and keeps grunting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
189,0:06:16,0:06:18,11,4,The clown guy continues to do his mime using his hands while still sitting down on an imaginary chair This position is very difficult to maintain,,,,,,,,,,,,,,,,,,,,
,,,,,The Mime holds something with his right hand using two fingers and uses his other hand to mime around that object in his right hand It looks like he's peeling an imaginary banana He looks comfortable and satisfied,,,,,,,,,,,,,,,,,,,,
,,,,,The man is miming,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
190,0:06:18,0:06:20,11,4,The clown guy pretends like he is making something and starts to lick his lips Mime is about food,,,,,,,,,,,,,,,,,,,,
,,,,,The Mime finishes peeling the banana and throws the banana peel again to his back He is about to eat it in the mime,,,,,,,,,,,,,,,,,,,,
,,,,,The man is miming,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
191,0:06:20,0:06:22,11,4,The clown guy licks his lips while rubbing his belly and pretends to take a big bite of his imaginary food,,,,,,,,,,,,,,,,,,,,
,,,,,He licks his lips opens his mouth wide and eats the imaginary banana He chews it with his eyes closed,,,,,,,,,,,,,,,,,,,,
,,,,,The man is miming,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
192,0:06:22,0:06:24,12,5,mrbean standing with two police officers and the old security guard is in front of the artwork in the gallery What are the police looking for,,,,,,,,,,,,,,,,,,,,
,,,,,AAA is standing in front of a piece of art held by a canvas stand with three officers inside the art museum AAA puts his hand on his face and exclaims for quite a while as if he just realized something,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean is in the gallery Three police are there too They are all looking at some paintings The female police whines,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
193,0:06:24,0:06:26,12,5,mrbean seems like explaining the artwork to the officers and the guard,,,,,,,,,,,,,,,,,,,,
,,,,,AAA says something It sounds like silly me The officers pay attention to him,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean talks with the police,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
194,0:06:26,0:06:28,12,5,Suddenly the alarm goes off and everyone turns around to see what is happening Someone must have touched the laser line in front of the art piece,,,,,,,,,,,,,,,,,,,,
,,,,,The officers suddenly become surprised The bell sound rings and they all turn and look back,,,,,,,,,,,,,,,,,,,,
,,,,,Suddenly an alarm goes off and they all turn around to look at where it comes from,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
195,0:06:28,0:06:30,12,5,The shady guy is taking the artwork Venus off of the wall while making the alarm go off by touching the laser line and the schoolgirls are watching him He runs away with the artwork,,,,,,,,,,,,,,,,,,,,
,,,,,BBB takes the Venus painting and starts to run away The schoolgirls all watch him and are dumbfounded by his action,,,,,,,,,,,,,,,,,,,,
,,,,,The man from the blue van is stealing the portrait of the nude woman in a big clam shell The schoolgirls are at the scene too,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
196,0:06:30,0:06:32,12,5,The police officers security guard and mrbean run to where the picture has been stolen and watch the shady guy running away,,,,,,,,,,,,,,,,,,,,
